Date,AABA,AAPL,AMZN,AXP,BA,CAT,CSCO,CVX,DIS,GE,GOOGL,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,VZ,WMT,XOM
2006-01-04,0.0014666340747983935,0.0028089887640450504,-0.00693568726355608,-0.011981742107265034,0.010363429869392447,0.0254325259515572,0.022922636103151987,-0.002877454299255276,-0.016803278688524596,-0.001413627367825761,0.02299958683376941,-0.01381236905408552,-0.0184287099903008,-0.0013404825737265346,0.013296832225263976,0.01541457082589641,-0.014182632495645692,-0.001955990220048858,0.008949880668257672,-0.005056250790039258,0.011603053435114582,0.004843517138599069,-0.004655493482309191,0.032380151387720754,0.0018713848247703204,0.011089367253750771,0.0024299368216427297,-0.006014505572262576,0.029295589203423324,0.0019467878001298597,0.001710278775440421
2006-01-05,0.013668537954600983,-0.007469654528478064,0.008465608465608435,0.010587102983638057,-0.011802725867640907,0.0,0.028011204481792715,-0.01222203361059241,0.017507294706127625,-0.0025481313703285225,0.01350744929097106,-0.00039342198442046704,-0.009881422924901151,0.0067114093959731195,0.01389424932458508,-0.0041546820070309685,0.003028773346794663,0.0048995590396864975,0.0011827321111767932,-0.009147503493838126,0.001509206157561037,0.0007415647015201919,0.006548175865294695,0.001221995926680146,-0.0032263542197316646,0.00967741935483877,-0.003070458952811972,-0.0037373198077949965,0.011512631915574015,-0.013601036269430107,-0.004951340276592098
2006-01-06,0.04045268480616421,0.02539981185324549,0.004616998950682033,0.003428571428571423,-0.013934309682923418,0.01990889151341319,0.02288828337874649,0.018216188348513532,0.013519049569848353,0.00681237581606591,0.03192384325880013,0.014168765743073025,0.007485029940119867,0.029696969696969732,0.0015226494099733212,0.004492939666238786,0.007045797684952218,0.009263773768893112,0.005906674542232807,0.008206180279523023,-0.001808318264014535,-0.0029640607632455836,-0.0037174721189590287,0.01098454027664781,-0.0010221465076661375,0.00553780617678377,0.01961420003242018,0.0032154340836012814,-0.008852355358836472,0.004158459181440246,0.019732326698695925
2006-01-09,0.004859986114325407,-0.0036697247706422866,-0.016503029036975123,0.024867122247532313,-0.008363374188896875,0.01819685690653423,0.01545018646776767,-0.005063291139240459,0.01050929668552957,-0.002537355511699924,0.0026602591607311618,0.01203042533374715,0.01089648340762748,-0.014361389052383742,0.00608133789433676,0.006230031948881798,0.016241879060469727,0.004830917874396204,0.01908396946564881,0.004959938954597489,0.016304347826086932,-0.0018580453363062322,0.01492537313432837,0.0,0.007503410641200507,0.00042363905952120357,-0.02384737678855326,0.011396011396011407,0.004146730462519905,-0.0037053182214472906,-0.0005047955577991106
2006-01-10,-0.010133578995854556,0.06353591160221006,-0.03037383177570093,-0.0029635117614373713,0.004798604042460351,-0.004061738424045492,-0.004721930745015732,0.004919423240033912,0.012800000000000011,-0.005370265686828853,0.006119479630263637,0.01257765166040352,0.024007839294463422,0.004060671205063766,-0.013222516055912273,0.0017463089379266459,0.001475288910744902,0.000961538461538441,0.0008643042350907847,-0.006200961781827321,-0.0098039215686274,0.005212211466865248,0.0018382352941176078,-0.0164989939637827,-0.003893026404874693,-0.007198814312936615,0.019706840390879492,0.0007042253521127861,0.004129606099110515,0.003281557646029284,0.007744107744107759
2006-01-11,-0.025825965565379236,0.03809523809523805,-0.01577217962760129,-0.005387330484859728,0.014471780028943561,0.0004893964110930038,0.02266736953083815,0.010128291694800834,0.009478672985781929,0.006820119352088719,0.00399812853557908,-0.0004544421722336005,0.027511961722488175,0.0011894849530154458,0.0007656967840734906,-0.009508716323296378,-0.000736557819788707,0.0009606147934677989,0.017271157167530263,-0.0020374379218132763,0.0039003900390039772,0.010740740740740709,0.0009174311926605309,0.012684124386251994,0.0035683942225998443,0.016208146726380847,-0.012138636000638844,-0.015130190007037412,0.01202151217968994,0.015481901439162688,0.006849315068493213
2006-01-12,-0.023405779794602267,0.004170141784820595,-0.012686401068328518,0.00018677624206197256,-0.005848787446504944,0.014348605902494743,-0.010309278350515427,0.0008355614973261557,0.0031298904538341883,-0.012136607394863103,-0.016945562380851514,0.0021216943244676905,-0.0093131548311992,-0.007128430557205756,-0.006503442999234954,-0.004639999999999986,-0.018427518427518427,-0.005758157389635365,-0.015563101301641319,-0.008549189740972333,0.0005977286312013156,-0.005496518871381407,-0.010999083409715948,-0.006868686868686937,-0.011005756857433215,-0.005876180482686278,0.010994341147938557,-0.009289031797070312,0.0037511722413254454,-0.01782263259609187,-0.01045296167247391
2006-01-13,-0.024211298606016188,0.015780730897010074,0.000901713255184832,-0.0020541549953314556,-0.003013344812742054,0.0019289503295289736,-0.014583333333333209,0.007847720821506076,0.0023400936037441,0.002857142857142898,0.005645335057099772,0.007637051039697473,-0.01504112808460636,-0.0047864066052410136,-0.006931074316519049,-0.0062690885709693065,-0.0007509386733417055,-0.002895752895752834,-0.009198045415349246,-0.0025740025740026103,-0.0002986857825566909,0.0018422991893883827,-0.0009267840593141601,0.003661513425549366,0.008388974490669441,-0.002533248891703556,-0.025427794658563943,0.0036062026685898976,0.0021800062285892334,-0.007433318758198588,0.022300469483568047
2006-01-17,0.005263157894736864,-0.010629599345870874,-0.009009009009008978,-0.008982035928143655,-0.011370178468624153,0.01010749237927166,-0.01268498942917558,0.02485089463220676,-0.012451361867704291,-0.004558404558404663,0.0018426465546793726,-0.0050277652708989005,-0.008112622285850545,-0.0020440062522544392,-0.01046917409848777,-0.00873503720478808,-0.005260521042084189,-0.006776379477250754,0.00348128807658847,-0.005290322580645117,-0.007768150582611234,-0.007355645457889034,-0.01669758812615953,-0.015808674503445502,-0.004244482173174873,-0.017354497354497362,0.0009845749917952458,0.005749191519942513,-0.021752641392169026,-0.00991189427312766,0.009348860095128756
2006-01-18,-0.12291199202193966,-0.02644628099173556,0.007272727272727279,-0.001888217522658637,-0.004076284757606655,-0.010006353240152518,0.002676659528907961,-0.005819592628515995,-0.00630417651694248,-0.004293073840870023,-0.04752127978099998,-0.005581114714533593,0.0028866971373586107,0.01759036144578306,-0.1144200626959247,0.006690600522193156,-0.009065726517250048,-0.003898635477582763,0.0020237062734892505,-0.0012971851083150672,-0.005420054200541997,-0.005928121526491299,0.005660377358490613,-0.0078253706754531,-0.0017050298380221897,0.002153779883695917,0.0036065573770491617,0.0001786352268668295,-0.00921219822109273,-0.0015572858731924422,-0.007312317192070129
